group,video,frame,is_face,sample_type,detector_sample
8,XS_0814,01552,False,random,openpose
16,XS_1628,01002,False,random,openpose
8,XS_0807,00681,True,random,openpose
8,XS_0814,15390,False,high_density,openpose
16,XS_1622,18186,False,random,openpose
8,XS_0814,02337,True,high_density,openpose
12,XS_1205,15788,False,random,openpose
8,XS_0819,03780,False,random,openpose
12,XS_1218,05928,False,random,openpose
12,XS_1230,02593,False,random,openpose
12,XS_1216,02603,False,random,openpose
8,XS_0811,12361,False,random,openpose
16,XS_1612,03036,True,high_density,openpose
8,XS_0805,08374,False,random,openpose
12,XS_1229,01833,True,high_density,openpose
16,XS_1635,01281,True,high_density,openpose
16,XS_1629,07036,False,random,openpose
16,XS_1635,15059,False,random,openpose
12,XS_1222,03966,True,high_density,openpose
8,XS_0821,04205,False,high_density,openpose
8,XS_0819,16848,False,high_density,openpose
12,XS_1218,03094,False,random,openpose
8,XS_0807,14701,True,high_density,openpose
12,XS_1216,06258,False,high_density,openpose
12,XS_1224,24692,False,random,openpose
12,XS_1201,02942,False,high_density,openpose
12,XS_1208,15895,True,high_density,openpose
12,XS_1211,36330,False,random,openpose
16,XS_1619,23634,True,random,openpose
16,XS_1635,08263,False,high_density,openpose
16,XS_1631,05110,False,random,openpose
12,XS_1219,27584,True,high_density,openpose
8,XS_0803,07893,True,high_density,openpose
16,XS_1622,20818,False,random,openpose
16,XS_1619,23263,True,random,openpose
16,XS_1638,06740,True,random,openpose
8,XS_0819,05137,False,high_density,openpose
16,XS_1619,15563,False,high_density,openpose
8,XS_0825,25163,False,high_density,openpose
8,XS_0811,11754,True,high_density,openpose
12,XS_1224,12591,True,high_density,openpose
8,XS_0826,03421,False,random,openpose
12,XS_1211,05254,False,random,openpose
8,XS_0821,00441,False,random,openpose
16,XS_1612,13445,True,high_density,openpose
16,XS_1604,12396,False,random,openpose
16,XS_1604,16335,False,random,openpose
12,XS_1229,06140,False,high_density,openpose
8,XS_0811,07863,True,high_density,openpose
12,XS_1225,47290,True,high_density,openpose
16,XS_1639,12959,False,high_density,openpose
16,XS_1638,04801,True,random,openpose
12,XS_1225,28765,True,high_density,openpose
16,XS_1622,23328,False,high_density,openpose
16,XS_1619,14201,True,random,openpose
12,XS_1224,20044,False,random,openpose
8,XS_0815,12583,False,high_density,openpose
12,XS_1230,01253,True,high_density,openpose
12,XS_1230,01250,True,high_density,openpose
16,XS_1631,12120,False,random,openpose
16,XS_1638,13022,True,random,openpose
12,XS_1222,11905,False,high_density,openpose
8,XS_0821,26348,False,high_density,openpose
12,XS_1225,12949,True,high_density,openpose
8,XS_0825,01330,False,random,openpose
16,XS_1639,02781,True,high_density,openpose
8,XS_0826,01177,False,random,openpose
8,XS_0801,05559,False,high_density,openpose
16,XS_1638,09407,True,random,openpose
16,XS_1614,08189,False,high_density,openpose
12,XS_1201,03473,False,random,openpose
8,XS_0814,10528,False,random,openpose
8,XS_0814,02740,True,random,openpose
12,XS_1224,24239,False,random,openpose
12,XS_1205,23360,False,random,openpose
16,XS_1635,16877,True,high_density,openpose
8,XS_0803,00891,False,random,openpose
12,XS_1229,03478,True,high_density,openpose
8,XS_0805,01922,True,high_density,openpose
16,XS_1629,00513,True,high_density,openpose
8,XS_0803,22296,False,high_density,openpose
12,XS_1225,51710,False,high_density,openpose
12,XS_1201,07307,False,random,openpose
16,XS_1631,12373,False,high_density,openpose
8,XS_0825,18611,False,high_density,openpose
8,XS_0825,02563,False,random,openpose
12,XS_1201,06753,False,random,openpose
12,XS_1219,06273,True,high_density,openpose
12,XS_1216,28228,False,high_density,openpose
8,XS_0819,13286,True,high_density,openpose
12,XS_1218,16342,False,high_density,openpose
8,XS_0825,06966,False,random,openpose
16,XS_1631,02107,False,random,openpose
8,XS_0815,04584,True,high_density,openpose
16,XS_1614,09094,False,random,openpose
12,XS_1218,17633,False,high_density,openpose
16,XS_1622,08878,False,random,openpose
16,XS_1631,05340,False,random,openpose
16,XS_1628,51739,False,random,openpose
16,XS_1612,23155,True,high_density,openpose
16,XS_1614,12895,False,high_density,openpose
12,XS_1201,00419,False,high_density,openpose
12,XS_1219,12351,False,high_density,openpose
8,XS_0822,16762,True,high_density,openpose
12,XS_1218,13401,False,random,openpose
16,XS_1614,01166,False,random,openpose
12,XS_1219,03368,False,random,openpose
12,XS_1230,06171,False,random,openpose
16,XS_1639,19736,False,random,openpose
16,XS_1622,20191,False,random,openpose
12,XS_1219,07786,True,random,openpose
16,XS_1635,11155,True,high_density,openpose
16,XS_1629,21128,False,random,openpose
8,XS_0801,00314,True,high_density,openpose
8,XS_0803,01990,False,random,openpose
12,XS_1208,06370,True,high_density,openpose
12,XS_1201,07132,True,high_density,openpose
12,XS_1201,05229,True,high_density,openpose
12,XS_1218,08907,False,high_density,openpose
16,XS_1628,52170,False,high_density,openpose
12,XS_1218,02880,False,high_density,openpose
8,XS_0822,20597,False,high_density,openpose
16,XS_1619,06495,True,high_density,openpose
16,XS_1628,37462,False,random,openpose
8,XS_0826,03254,True,high_density,openpose
12,XS_1225,01016,False,random,openpose
8,XS_0801,17943,False,random,openpose
16,XS_1634,02401,False,random,openpose
12,XS_1219,06193,False,random,openpose
16,XS_1634,05933,True,high_density,openpose
16,XS_1614,12295,True,high_density,openpose
8,XS_0825,01939,False,high_density,openpose
8,XS_0825,02347,False,high_density,openpose
16,XS_1635,09505,False,random,openpose
16,XS_1638,08253,True,high_density,openpose
8,XS_0805,01915,True,high_density,openpose
8,XS_0825,24411,False,high_density,openpose
12,XS_1211,59258,False,random,openpose
12,XS_1222,02793,False,high_density,openpose
12,XS_1230,05219,False,random,openpose
12,XS_1205,07878,False,random,openpose
8,XS_0807,17410,False,random,openpose
16,XS_1604,06068,False,random,openpose
8,XS_0801,19800,False,random,openpose
12,XS_1201,07182,False,high_density,openpose
12,XS_1218,20836,False,random,openpose
8,XS_0805,15230,True,high_density,openpose
8,XS_0819,01471,False,high_density,openpose
16,XS_1631,17591,True,high_density,openpose
12,XS_1216,00613,False,random,openpose
8,XS_0814,02651,True,high_density,openpose
16,XS_1628,09573,False,random,openpose
12,XS_1229,00845,False,random,openpose
12,XS_1230,00430,True,high_density,openpose
8,XS_0803,08375,True,random,openpose
8,XS_0815,18673,False,random,openpose
16,XS_1629,05695,False,random,openpose
16,XS_1622,08115,True,high_density,openpose
12,XS_1205,52485,False,random,openpose
16,XS_1631,04002,False,random,openpose
12,XS_1218,11191,False,random,openpose
16,XS_1612,19060,False,random,openpose
8,XS_0825,00533,False,high_density,openpose
16,XS_1629,13304,False,high_density,openpose
12,XS_1230,07496,False,random,openpose
12,XS_1219,24832,False,high_density,openpose
8,XS_0822,03165,True,random,openpose
16,XS_1634,04633,False,high_density,openpose
8,XS_0825,05906,False,random,openpose
16,XS_1614,05767,False,random,openpose
12,XS_1208,00385,True,high_density,openpose
12,XS_1216,04829,False,random,openpose
8,XS_0822,22174,True,high_density,openpose
8,XS_0807,14789,True,high_density,openpose
8,XS_0822,19762,True,high_density,openpose
16,XS_1622,16931,False,random,openpose
16,XS_1614,06068,True,high_density,openpose
12,XS_1229,01598,False,high_density,openpose
12,XS_1225,55416,False,random,openpose
8,XS_0807,10324,True,high_density,openpose
8,XS_0803,11715,True,high_density,openpose
16,XS_1635,15986,True,high_density,openpose
16,XS_1622,13222,True,high_density,openpose
12,XS_1201,02185,False,random,openpose
8,XS_0821,17310,False,high_density,openpose
16,XS_1635,14066,True,random,openpose
12,XS_1222,19422,True,high_density,openpose
12,XS_1222,14474,True,high_density,openpose
16,XS_1635,15967,True,high_density,openpose
12,XS_1224,01051,False,random,openpose
12,XS_1205,55615,False,random,openpose
12,XS_1219,04575,False,random,openpose
8,XS_0819,07620,False,high_density,openpose
16,XS_1619,21627,True,random,openpose
16,XS_1628,06582,True,high_density,openpose
8,XS_0811,09455,True,high_density,openpose
12,XS_1205,38238,True,high_density,openpose
16,XS_1631,04000,False,random,openpose
16,XS_1612,14486,True,high_density,openpose
12,XS_1224,07744,False,random,openpose
12,XS_1208,02188,True,high_density,openpose
16,XS_1634,26762,False,random,openpose
12,XS_1222,08993,False,random,openpose
8,XS_0819,12641,False,random,openpose
16,XS_1629,15455,True,high_density,openpose
8,XS_0814,02470,True,high_density,openpose
16,XS_1631,08644,True,high_density,openpose
8,XS_0807,07830,False,random,openpose
16,XS_1612,01092,False,random,openpose
8,XS_0805,12967,True,random,openpose
8,XS_0805,12966,True,high_density,openpose
8,XS_0811,07030,True,high_density,openpose
16,XS_1619,26253,False,random,openpose
16,XS_1638,08309,True,high_density,openpose
16,XS_1635,00854,False,random,openpose
16,XS_1639,13044,False,random,openpose
16,XS_1638,12609,True,random,openpose
8,XS_0807,13775,True,random,openpose
16,XS_1638,19492,False,high_density,openpose
12,XS_1211,35807,True,high_density,openpose
8,XS_0803,10918,True,high_density,openpose
16,XS_1612,09220,False,random,openpose
8,XS_0801,17859,False,high_density,openpose
8,XS_0803,15308,False,random,openpose
8,XS_0822,11109,False,random,openpose
16,XS_1629,15151,False,random,openpose
12,XS_1205,59653,False,high_density,openpose
16,XS_1622,03883,True,high_density,openpose
16,XS_1604,09256,False,random,openpose
16,XS_1614,25168,True,high_density,openpose
12,XS_1222,07106,True,high_density,openpose
8,XS_0815,18133,False,random,openpose
8,XS_0826,09608,False,random,openpose
16,XS_1638,04173,True,high_density,openpose
12,XS_1216,04001,True,high_density,openpose
8,XS_0822,23457,False,random,openpose
8,XS_0807,05057,False,random,openpose
8,XS_0803,21818,True,high_density,openpose
8,XS_0821,10314,False,random,openpose
16,XS_1604,14860,True,high_density,openpose
12,XS_1224,10746,True,high_density,openpose
12,XS_1230,01748,True,high_density,openpose
12,XS_1211,28037,True,high_density,openpose
12,XS_1211,28030,True,high_density,openpose
8,XS_0801,04183,True,high_density,openpose
16,XS_1619,18390,True,high_density,openpose
8,XS_0811,08957,False,random,openpose
12,XS_1205,47980,False,random,openpose
16,XS_1612,07691,False,random,openpose
16,XS_1634,01379,True,random,openpose
8,XS_0807,09708,False,random,openpose
8,XS_0801,10926,False,high_density,openpose
12,XS_1211,29327,False,random,openpose
8,XS_0822,19421,True,high_density,openpose
12,XS_1205,05076,False,random,openpose
8,XS_0826,12238,False,high_density,openpose
12,XS_1208,09838,False,random,openpose
16,XS_1628,40472,True,high_density,openpose
16,XS_1634,27743,False,random,openpose
8,XS_0822,14690,False,random,openpose
16,XS_1629,26416,True,high_density,openpose
8,XS_0811,08785,False,random,openpose
12,XS_1208,11339,True,high_density,openpose
8,XS_0825,06373,False,random,openpose
16,XS_1628,39383,False,random,openpose
12,XS_1208,11565,False,random,openpose
16,XS_1619,13796,True,high_density,openpose
12,XS_1211,20338,False,high_density,openpose
12,XS_1224,12701,True,high_density,openpose
8,XS_0811,05823,False,random,openpose
16,XS_1614,26382,False,random,openpose
12,XS_1216,07509,False,high_density,openpose
16,XS_1604,16676,True,high_density,openpose
8,XS_0805,05255,False,high_density,openpose
8,XS_0819,11499,False,high_density,openpose
16,XS_1628,39943,False,random,openpose
16,XS_1635,00560,False,random,openpose
12,XS_1216,26941,False,high_density,openpose
8,XS_0805,16460,False,random,openpose
8,XS_0815,24386,True,high_density,openpose
16,XS_1604,21146,True,random,openpose
16,XS_1612,06003,False,random,openpose
16,XS_1634,27286,False,high_density,openpose
12,XS_1201,04730,True,high_density,openpose
16,XS_1634,06773,True,high_density,openpose
16,XS_1629,25630,False,random,openpose
16,XS_1635,10861,False,random,openpose
12,XS_1216,16814,False,random,openpose
16,XS_1629,15702,False,random,openpose
8,XS_0821,24193,False,high_density,openpose
8,XS_0801,03232,False,random,openpose
8,XS_0814,02892,True,high_density,openpose
16,XS_1604,02720,True,high_density,openpose
12,XS_1230,08021,False,high_density,openpose
8,XS_0821,15327,False,random,openpose
8,XS_0811,07889,True,high_density,openpose
8,XS_0803,00338,False,random,openpose
8,XS_0815,16815,False,high_density,openpose
8,XS_0814,18250,False,high_density,openpose
12,XS_1229,05135,False,random,openpose
8,XS_0822,03828,True,random,openpose
8,XS_0803,03752,False,random,openpose
12,XS_1222,07428,False,random,openpose
12,XS_1216,04458,False,random,openpose
8,XS_0814,00342,False,random,openpose
16,XS_1612,05684,False,random,openpose
12,XS_1211,45802,False,random,openpose
12,XS_1224,17824,True,high_density,openpose
16,XS_1604,24117,False,random,openpose
12,XS_1229,04216,False,random,openpose
16,XS_1634,13315,False,random,openpose
12,XS_1201,07494,False,random,openpose
16,XS_1631,07093,False,high_density,openpose
16,XS_1631,07092,False,high_density,openpose
16,XS_1634,15711,True,random,openpose
16,XS_1639,03096,True,high_density,openpose
8,XS_0819,20441,False,random,openpose
8,XS_0826,05439,False,random,openpose
12,XS_1222,09965,True,random,openpose
8,XS_0801,11688,False,high_density,openpose
8,XS_0815,05237,True,random,openpose
16,XS_1612,03286,True,high_density,openpose
12,XS_1208,06630,True,high_density,openpose
12,XS_1229,01218,True,random,openpose
8,XS_0814,16992,False,random,openpose
8,XS_0826,05447,True,high_density,openpose
8,XS_0811,09741,True,high_density,openpose
16,XS_1635,14175,False,random,openpose
8,XS_0815,22266,True,high_density,openpose
12,XS_1219,20877,False,random,openpose
12,XS_1230,06435,False,random,openpose
8,XS_0814,02369,True,high_density,openpose
16,XS_1628,32280,False,high_density,openpose
12,XS_1225,03343,False,random,openpose
8,XS_0821,27462,True,high_density,openpose
12,XS_1222,16765,True,high_density,openpose
16,XS_1634,09346,True,high_density,openpose
12,XS_1225,49022,True,high_density,openpose
16,XS_1639,16906,False,random,openpose
12,XS_1224,09958,False,random,openpose
16,XS_1629,03659,True,high_density,openpose
12,XS_1229,01993,False,random,openpose
16,XS_1639,03026,True,high_density,openpose
16,XS_1612,21034,True,random,openpose
12,XS_1218,02966,False,random,openpose
16,XS_1619,17942,False,random,openpose
8,XS_0821,05147,False,random,openpose
12,XS_1225,35185,True,high_density,openpose
8,XS_0805,02575,False,random,openpose
16,XS_1638,07663,True,random,openpose
8,XS_0815,01524,True,random,openpose
12,XS_1229,08463,False,random,openpose
16,XS_1634,23702,False,random,openpose
12,XS_1229,00098,True,high_density,openpose
8,XS_0805,12912,True,high_density,openpose
12,XS_1219,14871,False,high_density,openpose
8,XS_0801,16283,False,random,openpose
8,XS_0825,23590,False,random,openpose
12,XS_1218,06713,False,high_density,openpose
8,XS_0807,11262,True,high_density,openpose
16,XS_1612,11781,True,high_density,openpose
